,distance,consume,speed,temp_inside,temp_outside,specials,gas_type,ac,rain,sun,refill_liters,refill_gas,E10_gas
194,39.0,4.1,61.0,22.0,16.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
195,11.8,4.5,41.0,21.5,13.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
196,38.5,4.8,63.0,21.5,14.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
197,28.2,4.6,54.0,21.5,14.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
198,2.9,7.4,24.0,21.5,14.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
199,6.1,5.6,24.0,21.5,13.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
200,19.6,4.9,43.0,21.5,13.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
201,22.2,3.8,42.0,0.0,15.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
202,13.6,4.5,44.0,19.0,18.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
203,12.6,4.1,33.0,0.0,17.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
204,8.7,5.3,28.0,22.5,12.0,ac rain,SP98,1.0,1.0,0.0,0.0,0,0
205,7.9,4.7,31.0,22.5,12.0,ac,SP98,1.0,0.0,0.0,0.0,0,0
206,2.4,9.0,26.0,20.0,10.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
207,4.9,6.3,26.0,20.0,10.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
208,18.1,3.6,36.0,20.0,19.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
209,25.9,3.7,39.0,20.0,21.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
210,1.3,11.5,21.0,20.0,10.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
211,14.1,5.0,22.0,20.0,12.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
212,13.4,5.5,31.0,20.0,9.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
213,6.4,4.7,33.0,20.0,8.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
214,12.9,4.5,42.0,20.0,13.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
215,12.1,4.4,33.0,22.5,5.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
216,15.7,4.1,32.0,22.5,13.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
217,16.2,4.4,26.0,22.5,11.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
218,12.8,4.6,22.0,22.5,12.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
219,19.0,4.4,58.0,22.5,17.0,sun,SP98,0.0,0.0,1.0,0.0,0,0
220,29.0,4.0,27.0,22.5,12.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
221,12.1,5.0,32.0,22.5,9.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
222,12.3,5.2,55.0,22.5,10.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
223,24.8,4.0,56.0,22.5,11.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
224,12.9,5.1,34.0,22.5,8.0,rain,SP98,0.0,1.0,0.0,0.0,0,0
225,11.8,4.5,39.0,22.5,3.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
226,31.4,4.6,62.0,22.5,11.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
227,19.0,5.1,53.0,22.5,4.0,rain,SP98,0.0,1.0,0.0,0.0,0,0
228,13.0,5.7,38.0,22.5,3.0,ac rain,SP98,1.0,1.0,0.0,0.0,0,0
229,11.8,4.8,42.0,22.5,2.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
230,13.0,6.2,32.0,22.5,4.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
231,11.8,5.0,43.0,22.5,1.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
232,27.1,5.0,69.0,22.5,8.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
233,5.2,4.6,38.0,22.5,8.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
234,19.0,4.5,29.0,22.5,10.0,unknown,E10,0.0,0.0,0.0,39.0,E10,1
235,12.4,4.8,38.0,22.5,1.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
236,25.2,5.0,55.0,22.5,9.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
237,14.3,4.8,36.0,22.5,10.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
238,11.8,4.6,40.0,22.5,2.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
239,16.9,4.5,48.0,22.5,9.0,sun,E10,0.0,0.0,1.0,0.0,0,1
240,12.4,4.6,55.0,22.5,11.0,sun,E10,0.0,0.0,1.0,0.0,0,1
241,17.4,4.4,36.0,22.5,12.0,sun,E10,0.0,0.0,1.0,0.0,0,1
242,9.2,5.7,33.0,22.5,8.0,rain,E10,0.0,1.0,0.0,0.0,0,1
243,12.3,5.8,54.0,22.5,10.0,rain,E10,0.0,1.0,0.0,0.0,0,1
244,13.0,5.9,32.0,22.5,10.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
245,11.8,6.1,16.0,22.5,6.0,rain,E10,0.0,1.0,0.0,0.0,0,1
246,13.0,5.7,37.0,22.5,11.0,rain,E10,0.0,1.0,0.0,0.0,0,1
247,12.3,5.0,42.0,22.5,10.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
248,12.3,5.2,57.0,22.5,15.0,sun,E10,0.0,0.0,1.0,0.0,0,1
249,12.5,4.3,57.0,22.5,16.0,sun,E10,0.0,0.0,1.0,0.0,0,1
250,31.5,4.1,30.0,22.5,16.0,sun,E10,0.0,0.0,1.0,0.0,0,1
251,11.8,4.4,42.0,22.5,8.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
252,24.9,4.5,53.0,22.5,14.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
253,17.0,3.9,46.0,22.5,14.0,sun,E10,0.0,0.0,1.0,0.0,0,1
254,2.0,8.1,20.0,22.5,14.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
255,11.8,4.4,33.0,22.5,8.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
256,7.4,5.0,31.0,22.5,12.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
257,12.4,4.7,55.0,22.5,14.0,sun,E10,0.0,0.0,1.0,0.0,0,1
258,2.0,6.0,22.0,22.5,14.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
259,14.0,5.0,41.0,22.5,8.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
260,25.7,5.0,45.0,22.5,7.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
261,24.5,3.9,50.0,0.0,15.0,sun,E10,0.0,0.0,1.0,0.0,0,1
262,11.8,4.5,28.0,22.5,12.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
263,4.1,5.4,24.0,22.5,13.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
264,4.2,5.6,29.0,22.0,17.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
265,4.2,3.9,29.0,22.0,18.0,sun,E10,0.0,0.0,1.0,0.0,0,1
266,16.0,4.0,40.0,22.0,10.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
267,22.9,4.0,29.0,0.0,21.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
268,16.0,3.8,42.0,0.0,8.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
269,15.4,4.5,50.0,22.0,14.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
270,16.0,3.8,41.0,22.0,12.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
271,4.2,5.6,32.0,22.0,18.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
272,101.9,5.2,75.0,22.0,18.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
273,93.9,4.8,88.0,23.0,18.0,ac sun,E10,1.0,0.0,1.0,0.0,0,1
274,25.7,4.9,50.0,22.0,10.0,rain,SP98,0.0,1.0,0.0,41.0,SP98,0
275,16.0,4.1,40.0,22.0,10.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
276,16.1,4.5,32.0,22.0,19.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
277,16.0,4.4,40.0,22.0,7.0,ac rain,SP98,1.0,1.0,0.0,0.0,0,0
278,16.0,4.5,41.0,22.0,11.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
279,24.7,4.5,26.0,22.0,10.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
280,16.0,3.9,42.0,22.0,8.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
281,15.4,4.6,43.0,22.0,16.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
282,16.0,3.8,40.0,22.0,8.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
283,32.1,4.5,50.0,22.0,16.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
284,25.9,4.4,40.0,22.0,14.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
285,48.6,4.3,44.0,22.0,12.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
286,37.2,4.0,45.0,22.0,20.0,sun,SP98,0.0,0.0,1.0,0.0,0,0
287,28.8,3.9,35.0,22.0,15.0,sun,SP98,0.0,0.0,1.0,0.0,0,0
288,6.7,5.0,30.0,22.0,17.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
289,7.4,4.1,25.0,22.0,18.0,sun,SP98,0.0,0.0,1.0,0.0,0,0
290,17.3,4.1,22.0,22.0,25.0,sun,SP98,0.0,0.0,1.0,0.0,0,0
291,6.6,5.6,43.0,22.0,16.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
292,14.3,4.1,26.0,22.0,20.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
293,13.3,4.6,33.0,22.0,18.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
294,8.3,4.9,26.0,22.0,23.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
295,12.7,4.5,39.0,22.0,27.0,sun,SP98,0.0,0.0,1.0,0.0,0,0
296,16.5,4.1,47.0,22.0,14.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
297,20.6,4.1,38.0,22.0,21.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
298,16.3,4.5,58.0,22.0,16.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
299,18.7,4.2,65.0,25.0,18.0,ac sun,SP98,1.0,0.0,1.0,0.0,0,0
300,36.5,3.9,54.0,23.0,18.0,sun,SP98,0.0,0.0,1.0,0.0,0,0
301,19.0,5.0,35.0,22.0,15.0,ac sun,SP98,1.0,0.0,1.0,0.0,0,0
302,16.6,4.4,46.0,22.0,5.0,ac,SP98,1.0,0.0,0.0,0.0,0,0
303,29.9,4.5,32.0,22.0,18.0,ac,SP98,1.0,0.0,0.0,0.0,0,0
304,16.0,3.8,42.0,22.0,11.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
305,21.1,5.1,33.0,22.0,10.0,rain,SP98,0.0,1.0,0.0,0.0,0,0
306,16.0,3.9,40.0,22.0,10.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
307,11.9,5.3,34.0,22.0,13.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
308,10.1,4.2,35.0,22.0,16.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
309,31.9,4.3,33.0,22.0,16.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
310,18.7,4.0,60.0,22.0,13.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
311,10.8,4.7,48.0,22.0,17.0,sun,SP98,0.0,0.0,1.0,0.0,0,0
312,19.8,4.0,56.0,22.0,17.0,sun,SP98,0.0,0.0,1.0,0.0,0,0
313,11.3,4.3,38.0,22.0,17.0,unknown,SP98,0.0,0.0,0.0,37.0,SP98,0
314,11.5,5.3,53.0,22.0,15.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
315,21.4,5.2,51.0,22.0,13.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
316,32.0,4.9,53.0,22.0,15.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
317,41.9,4.7,53.0,22.0,14.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
318,211.0,4.6,80.0,22.0,20.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
319,216.1,5.3,90.0,22.0,21.0,sun,SP98,0.0,0.0,1.0,0.0,0,0
320,25.5,3.6,27.0,22.0,27.0,sun,SP98,0.0,0.0,1.0,0.0,0,0
321,16.6,4.2,52.0,22.0,15.0,rain,SP98,0.0,1.0,0.0,0.0,0,0
322,25.9,4.1,43.0,22.0,24.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
323,16.5,4.0,48.0,22.0,15.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
324,22.1,3.9,29.0,22.0,26.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
325,16.6,3.7,49.0,22.0,17.0,unknown,E10,0.0,0.0,0.0,37.7,E10,1
326,15.4,4.5,43.0,22.0,24.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
327,16.5,3.9,43.0,22.0,17.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
328,15.4,5.1,21.0,22.0,24.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
329,18.4,4.2,59.0,22.0,24.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
330,39.5,4.2,58.0,22.0,25.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
331,21.5,4.8,47.0,25.0,27.0,ac sun,E10,1.0,0.0,1.0,0.0,0,1
332,4.8,4.7,26.0,25.0,18.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
333,100.9,4.7,87.0,23.5,22.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
334,129.7,4.6,58.0,24.0,21.0,ac,E10,0.0,0.0,0.0,0.0,0,1
335,16.6,3.8,43.0,21.5,16.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
336,15.4,4.2,50.0,21.5,21.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
337,16.0,3.7,45.0,22.0,17.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
338,16.0,4.2,41.0,22.0,15.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
339,15.4,4.1,45.0,22.0,24.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
340,16.0,4.0,43.0,22.0,16.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
341,21.0,3.8,37.0,22.0,21.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
342,15.4,3.8,47.0,22.0,24.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
343,16.0,3.8,42.0,22.0,17.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
344,16.1,5.1,30.0,25.0,16.0,ac rain,E10,1.0,1.0,0.0,0.0,0,1
345,16.0,4.0,42.0,22.0,15.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
346,15.4,4.8,40.0,22.0,18.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
347,17.2,3.9,35.0,22.0,16.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
348,16.6,4.6,50.0,22.0,25.0,unknown,E10,0.0,0.0,0.0,0.0,0,1
349,18.3,4.3,46.0,22.0,16.0,unknown,SP98,0.0,0.0,0.0,37.2,SP98,0
350,16.1,4.8,36.0,22.0,18.0,rain,SP98,0.0,1.0,0.0,0.0,0,0
351,16.0,4.1,46.0,22.0,17.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
352,16.3,4.0,35.0,22.0,23.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
353,16.0,3.7,44.0,22.0,16.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
354,18.3,4.3,46.0,22.0,23.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
355,4.5,5.2,23.0,22.0,23.0,sun,SP98,0.0,0.0,1.0,0.0,0,0
356,17.0,4.2,48.0,22.0,16.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
357,6.1,5.0,35.0,24.5,18.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
358,6.1,5.0,33.0,22.0,24.0,sun,SP98,0.0,0.0,1.0,0.0,0,0
359,17.3,4.2,36.0,22.0,22.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
360,6.0,4.8,27.0,22.0,17.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
361,16.0,4.1,45.0,22.0,15.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
362,15.4,4.9,55.0,22.0,18.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
363,15.4,4.3,39.0,22.0,23.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
364,16.0,3.9,35.0,22.0,18.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
365,15.4,4.5,52.0,22.0,26.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
366,16.6,4.1,48.0,25.5,30.0,ac sun,SP98,1.0,0.0,1.0,0.0,0,0
367,15.4,5.0,48.0,25.5,31.0,ac,SP98,1.0,0.0,0.0,0.0,0,0
368,16.0,4.0,43.0,22.0,21.0,ac,SP98,1.0,0.0,0.0,0.0,0,0
369,15.4,4.5,42.0,22.0,30.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
370,16.0,3.6,43.0,22.0,19.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
371,20.9,4.1,33.0,22.0,21.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
372,32.1,3.9,47.0,22.0,26.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
373,15.3,6.6,16.0,24.0,27.0,ac,SP98,1.0,0.0,0.0,0.0,0,0
374,28.5,4.0,44.0,25.0,23.0,ac,SP98,1.0,0.0,0.0,0.0,0,0
375,11.9,3.7,33.0,25.0,19.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
376,14.5,4.3,36.0,25.0,22.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
377,16.6,4.1,49.0,22.0,26.0,sun,SP98,0.0,0.0,1.0,0.0,0,0
378,16.2,4.4,39.0,24.5,17.0,ac,SP98,1.0,0.0,0.0,0.0,0,0
379,16.7,3.8,44.0,24.5,23.0,sun,SP98,0.0,0.0,1.0,0.0,0,0
380,8.3,5.0,52.0,24.5,27.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
381,5.5,3.7,33.0,24.5,28.0,sun,SP98,0.0,0.0,1.0,0.0,0,0
382,13.6,3.7,33.0,24.5,28.0,sun,SP98,0.0,0.0,1.0,0.0,0,0
383,16.0,3.7,39.0,24.5,18.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
384,16.1,4.3,38.0,25.0,31.0,ac,SP98,1.0,0.0,0.0,0.0,0,0
385,16.0,3.8,45.0,25.0,19.0,unknown,SP98,0.0,0.0,0.0,0.0,0,0
386,15.4,4.6,42.0,25.0,31.0,ac,SP98,1.0,0.0,0.0,0.0,0,0
387,14.7,5.0,25.0,25.0,30.0,ac,SP98,1.0,0.0,0.0,0.0,0,0
